Variant_Name,Master_Company_Name,Match_Score,Match_Type,Confidence,Status,Sources,Date_Created
Deepak Nitrite Limited,Deepak Nitrite Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Delhivery Limited,Delhivery Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Devyani International Limited,Devyani International Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Dixon Technologies India Limited,Dixon Technologies India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Dixon Technologies (India) Limited,Dixon Technologies India Limited,97,FUZZY,HIGH,AUTO,ALL_SOURCES|SCOPE3,2026-01-14
Dr Reddys Laboratories Limited,Dr Reddys Laboratories Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Dr. Reddy's Laboratories Limited,Dr Reddys Laboratories Limited,97,FUZZY,HIGH,AUTO,ALL_SOURCES|SCOPE3,2026-01-14
EICHER MOTORS LIMITED,EICHER MOTORS LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
EIH Limited,EIH Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
ESAB India Limited,ESAB India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
ABB India Limited,ESAB India Limited,91,FUZZY,MEDIUM,AUTO,BRSR_REVENUE|SCOPE3,2026-01-14
Vesuvius India Limited,ESAB India Limited,80,FUZZY,LOW,REVIEW_NEEDED,BRSR_REVENUE|SCOPE3,2026-01-14
Easy Trip Planners Limited,Easy Trip Planners Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Electronics Mart India Limited,Electronics Mart India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Electrosteel Castings,Electrosteel Castings,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Electrosteel Castings Limited,Electrosteel Castings,99,NORMALIZED,HIGH,AUTO,BRSR_REVENUE|SCOPE3,2026-01-14
Electrosteel Steels,Electrosteel Castings,80,FUZZY,LOW,REVIEW_NEEDED,SCOPE3,2026-01-14
Elgi Equipments Limited,Elgi Equipments Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Emami Limited,Emami Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Emami Paper Mills Limited,Emami Paper Mills Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Emami Paper Mills,Emami Paper Mills Limited,99,NORMALIZED,HIGH,AUTO,SCOPE3,2026-01-14
Rama Paper Mills,Emami Paper Mills Limited,68,FUZZY,VERY_LOW,MANUAL_REVIEW,SCOPE3,2026-01-14
Endurance Technologies Limited,Endurance Technologies Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Engineers India Limited,Engineers India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Equitas Small Finance Bank Limited,Equitas Small Finance Bank Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Eris Lifesciences Limited,Eris Lifesciences Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Escorts Kubota Limited,Escorts Kubota Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Essar Steel India (AM/NS India),Essar Steel India (AM/NS India),100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Essar Steel India,Essar Steel India (AM/NS India),71,FUZZY,LOW,REVIEW_NEEDED,SCOPE3,2026-01-14
Eureka Forbes Limited,Eureka Forbes Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Exide Industries Limited,Exide Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
FINE ORGANIC INDUSTRIES LIMITED,FINE ORGANIC INDUSTRIES LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Finolex Cables Limited,Finolex Cables Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Finolex Industries Limited,Finolex Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Firstsource Solutions Limited,Firstsource Solutions Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Five-Star Business Finance Limited,Five-Star Business Finance Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Force Motors Ltd,Force Motors Ltd,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Fortis Healthcare Limited,Fortis Healthcare Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
G R Infraprojects Limited,G R Infraprojects Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
GAIL (India) Limited,GAIL (India) Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
GAIL India Limited,GAIL India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
GALAXY SURFACTANTS LIMITED,GALAXY SURFACTANTS LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
GLAND PHARMA LIMITED,GLAND PHARMA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
GLOBAL HEALTH LIMITED,GLOBAL HEALTH LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
"GMR Airports (Delhi, Hyderabad)","GMR Airports (Delhi, Hyderabad)",100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
GODAWARI POWER AND ISPAT LIMITED,GODAWARI POWER AND ISPAT LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
GODFREY PHILLIPS INDIA LIMITED,GODFREY PHILLIPS INDIA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
GODREJ AGROVET LIMITED,GODREJ AGROVET LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
GRANULES INDIA LIMITED,GRANULES INDIA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
GRAPHITE INDIA LIMITED,GRAPHITE INDIA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
GUJARAT GAS LIMITED,GUJARAT GAS LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
GVK Mumbai Airport,GVK Mumbai Airport,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Garden Reach Shipbuilders  Engineers Limited,Garden Reach Shipbuilders  Engineers Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Garden Reach Shipbuilders & Engineers Limited,Garden Reach Shipbuilders  Engineers Limited,99,FUZZY,HIGH,AUTO,ALL_SOURCES|SCOPE3,2026-01-14
General Insurance Corporation of India,General Insurance Corporation of India,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Genus Power Infrastructures Limited,Genus Power Infrastructures Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Gillette India Limited,Gillette India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
CIE AUTOMOTIVE INDIA LIMITED,Gillette India Limited,76,FUZZY,LOW,REVIEW_NEEDED,BRSR_REVENUE|SCOPE3,2026-01-14
GlaxoSmithKline Pharmaceuticals Limited,GlaxoSmithKline Pharmaceuticals Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Glenmark Pharmaceuticals Limited,Glenmark Pharmaceuticals Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Go Digit General Insurance Limited,Go Digit General Insurance Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Godrej Consumer Products Limited,Godrej Consumer Products Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Godrej Industries Limited,Godrej Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Godrej Properties Limited,Godrej Properties Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Grasim Industries Limited,Grasim Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Grindwell Norton Limited,Grindwell Norton Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Gujarat Ambuja Exports Limited,Gujarat Ambuja Exports Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
RAJESH EXPORTS LIMITED,Gujarat Ambuja Exports Limited,73,FUZZY,LOW,REVIEW_NEEDED,XBRL|BRSR_REVENUE|REVENUE_INT|SCOPE3,2026-01-14
Gujarat Fluorochemicals Limited,Gujarat Fluorochemicals Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Gujarat Pipavav Port Limited,Gujarat Pipavav Port Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Gujarat State Petronet Limited,Gujarat State Petronet Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Gujarat State Electricity Corporation,Gujarat State Petronet Limited,60,FUZZY,VERY_LOW,MANUAL_REVIEW,ALL_SOURCES|SCOPE3,2026-01-14
HCL Technologies Limited,HCL Technologies Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
HDFC Asset Management Company Limited,HDFC Asset Management Company Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
HDFC Bank Limited,HDFC Bank Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
HDFC Life Insurance Company Limited,HDFC Life Insurance Company Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
HEG Limited,HEG Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
HERO MOTOCORP LIMITED,HERO MOTOCORP LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
HFCL Limited,HFCL Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
HINDALCO INDUSTRIES LIMITED,HINDALCO INDUSTRIES LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
HINDUSTAN AERONAUTICS LIMITED,HINDUSTAN AERONAUTICS LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Hindustan Coca-Cola Beverages (Coca-Cola India),HINDUSTAN AERONAUTICS LIMITED,50,FUZZY,VERY_LOW,MANUAL_REVIEW,ALL_SOURCES,2026-01-14
HINDUSTAN COPPER LIMITED,HINDUSTAN COPPER LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Hindustan Copper,HINDUSTAN COPPER LIMITED,99,NORMALIZED,HIGH,AUTO,SCOPE3,2026-01-14
HONEYWELL AUTOMATION INDIA LIMITED,HONEYWELL AUTOMATION INDIA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Haldiram Snacks Food Private Limited,Haldiram Snacks Food Private Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Happiest Minds Technologies Limited,Happiest Minds Technologies Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Happy Forgings Limited,Happy Forgings Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Heritage Foods,Heritage Foods,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Himadri Speciality Chemical Limited,Himadri Speciality Chemical Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Hindustan Paper Corporation,Hindustan Petroleum Corporation Limited,76,FUZZY,LOW,REVIEW_NEEDED,SCOPE3,2026-01-14
Hindustan Unilever Limited,Hindustan Unilever Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Hindustan Zinc Limited,Hindustan Zinc Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Hindustan,Hindustan Zinc Limited,58,FUZZY,VERY_LOW,MANUAL_REVIEW,REVENUE_INT|ALL_SOURCES,2026-01-14
Hitachi Energy India Limited,Hitachi Energy India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Home First Finance Company India Limited,Home First Finance Company India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Honasa Consumer Limited,Honasa Consumer Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
ICICI Bank Limited,ICICI Bank Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
ICICI Lombard General Insurance Company Limited,ICICI Lombard General Insurance Company Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
ICICI Prudential Life Insurance Company Limited,ICICI Prudential Life Insurance Company Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
IDBI Bank Limited,IDBI Bank Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
IDFC FIRST Bank Limited,IDFC FIRST Bank Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Go First (GoAir),IDFC FIRST Bank Limited,46,FUZZY,VERY_LOW,MANUAL_REVIEW,SCOPE3,2026-01-14
IFCI Limited,IFCI Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
IIFL Finance Limited,IIFL Finance Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
INDIAN OVERSEAS BANK,INDIAN OVERSEAS BANK,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Indian Bank,INDIAN OVERSEAS BANK,71,FUZZY,LOW,REVIEW_NEEDED,BRSR_REVENUE|SCOPE3,2026-01-14
INDIAN RAILWAY FINANCE CORPORATION LIMITED,INDIAN RAILWAY FINANCE CORPORATION LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
INOX India Limited,INOX India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
INTELLECT DESIGN ARENA LIMITED,INTELLECT DESIGN ARENA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
IRB Infrastructure Developers Limited,IRB Infrastructure Developers Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
ISGEC Heavy Engineering Limited,ISGEC Heavy Engineering Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
ITC Limited,ITC Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
MMTC LIMITED,ITC Limited,87,FUZZY,MEDIUM,AUTO,XBRL|BRSR_REVENUE|REVENUE_INT|SCOPE3,2026-01-14
ITC Limited (Paperboards Division),ITC Limited (Paperboards Division),100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Indegene Limited,Indegene Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Angel One Limited,Indegene Limited,79,FUZZY,LOW,REVIEW_NEEDED,BRSR_REVENUE|ALL_SOURCES|SCOPE3,2026-01-14
IndiGo (InterGlobe Aviation),IndiGo (InterGlobe Aviation),100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
IndiaMART InterMESH Limited,IndiaMART InterMESH Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
INDIAMART INTERMESH LIMITED,IndiaMART InterMESH Limited,100,EXACT,HIGH,AUTO,BRSR_REVENUE|SCOPE3,2026-01-14
Indian Energy Exchange Limited,Indian Energy Exchange Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Indian Oil Corporation Limited,Indian Oil Corporation Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Odisha Mining Corporation,Indian Oil Corporation Limited,62,FUZZY,VERY_LOW,MANUAL_REVIEW,ALL_SOURCES|SCOPE3,2026-01-14
hindalco-TNFD-2024-report,Indian Oil Corporation Limited,44,FUZZY,VERY_LOW,MANUAL_REVIEW,REVENUE_INT|ALL_SOURCES,2026-01-14
Indian Renewable Energy Development Agency Limited,Indian Renewable Energy Development Agency Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Indus Towers Limited,Indus Towers Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
IndusInd Bank Limited,IndusInd Bank Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Infibeam Avenues Limited,Infibeam Avenues Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Infosys Limited,Infosys Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Inox Wind Limited,Inox Wind Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
InterGlobe Aviation Limited,InterGlobe Aviation Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Ion Exchange India Limited,Ion Exchange India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Ion Exchange (India) Limited,Ion Exchange India Limited,96,FUZZY,HIGH,AUTO,ALL_SOURCES|SCOPE3,2026-01-14
Ipca Laboratories Limited,Ipca Laboratories Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Ircon International Limited,Ircon International Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JAI BALAJI INDUSTRIES LIMITED,JAI BALAJI INDUSTRIES LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JAIPRAKASH POWER VENTURES LIMITED,JAIPRAKASH POWER VENTURES LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JBM Auto Limited,JBM Auto Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JINDAL STEEL  POWER LIMITED,JINDAL STEEL  POWER LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JINDAL STEEL & POWER LIMITED,JINDAL STEEL  POWER LIMITED,98,FUZZY,HIGH,AUTO,SCOPE3,2026-01-14
JK CEMENT LIMITED,JK CEMENT LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JK LAKSHMI CEMENT LIMITED,JK LAKSHMI CEMENT LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JK Lakshmi Cement,JK LAKSHMI CEMENT LIMITED,99,NORMALIZED,HIGH,AUTO,ALL_SOURCES|SCOPE3,2026-01-14
JK Paper,JK Paper,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JK Tyre  Industries Limited,JK Tyre  Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JK Tyre & Industries Limited,JK Tyre & Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JM Financial Limited,JM Financial Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JSW Energy,JSW Energy,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JSW Energy Limited,JSW Energy Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JSW Infrastructure Limited,JSW Infrastructure Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Authum Investment  Infrastructure Limited,JSW Infrastructure Limited,72,FUZZY,LOW,REVIEW_NEEDED,XBRL|BRSR_REVENUE|REVENUE_INT|SCOPE3,2026-01-14
Authum Investment & Infrastructure Limited,JSW Infrastructure Limited,71,FUZZY,LOW,REVIEW_NEEDED,SCOPE3,2026-01-14
JSW Steel Limited,JSW Steel Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JUBILANT INGREVIA LIMITED,JUBILANT INGREVIA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JYOTHY LABS LIMITED,JYOTHY LABS LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JYOTI CNC AUTOMATION LIMITED,JYOTI CNC AUTOMATION LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Jindal Saw Limited,Jindal Saw Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Jindal Stainless Limited,Jindal Stainless Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Jio Financial Services Limited,Jio Financial Services Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
