Company_Name,NSE_Symbol,Sector,Land_Footprint_Hectares,Data_Source,Data_Tier,Confidence,Status
Anand Rathi Wealth Limited,ANANDRATHI,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
DCM Shriram Limited,DCMSHRIRAM,Diversified,5.0,Estimated (sector avg),Tier 3,40,Tier 3
KARUR VYSYA BANK LIMITED,KARURVYSYA,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
Aditya Birla Sun Life AMC Limited,ABSLAMC,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
Authum Investment & Infrastructure Limited,AIIL,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
V-GUARD INDUSTRIES LIMITED,VGUARD,Consumer Durables,5.0,Estimated (sector avg),Tier 3,40,Tier 3
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Clean Science and Technology Limited,CLEAN,Chemicals,20.0,Estimated (sector avg),Tier 3,40,Tier 3
BEML Limited,BEML,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Welspun Corp Limited,WELCORP,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Olectra Greentech Limited,OLECTRA,Automobile and Auto Components,10.0,Estimated (sector avg),Tier 3,40,Tier 3
Welspun Living Limited,WELSPUNLIV,Textiles,5.0,Estimated (sector avg),Tier 3,40,Tier 3
BLS International Services Limited,BLS,Consumer Services,5.0,Estimated (sector avg),Tier 3,40,Tier 3
AstraZeneca Pharma India Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
HFCL Limited,HFCL,Telecommunication,0.2,Estimated (sector avg),Tier 3,40,Tier 3
KSB Limited,KSB,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Sterling and Wilson Renewable Energy Limited,SWSOLAR,Construction,1.0,Estimated (sector avg),Tier 3,40,Tier 3
ALOK INDUSTRIES LIMITED,ALOKINDS,Textiles,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Bikaji Foods International Limited,BIKAJI,Fast Moving Consumer Goods,3.0,Estimated (sector avg),Tier 3,40,Tier 3
Data Patterns (India) Limited,DATAPATTNS,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Asahi India Glass Limited,ASAHIINDIA,Automobile and Auto Components,10.0,Estimated (sector avg),Tier 3,40,Tier 3
Kirloskar Oil Engines Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Firstsource Solutions Limited,FSL,Services,0.2,Estimated (sector avg),Tier 3,40,Tier 3
Honasa Consumer Limited,HONASA,Fast Moving Consumer Goods,3.0,Estimated (sector avg),Tier 3,40,Tier 3
PVR INOX LIMITED,PVRINOX,Media Entertainment & Publication,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Mahanagar Gas Limited,MGL,Oil Gas & Consumable Fuels,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Indian Energy Exchange Limited,IEX,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
FINE ORGANIC INDUSTRIES LIMITED,FINEORG,Chemicals,20.0,Estimated (sector avg),Tier 3,40,Tier 3
ZENSAR TECHNOLOGIES LIMITED,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
RHI Magnesita India Ltd,RHIM,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
CHENNAI PETROLEUM CORPORATION LIMITED,CHENNPETRO,Oil Gas & Consumable Fuels,5.0,Estimated (sector avg),Tier 3,40,Tier 3
INTELLECT DESIGN ARENA LIMITED,INTELLECT,Information Technology,0.5,Estimated (sector avg),Tier 3,40,Tier 3
Ramkrishna Forgings Limited,RKFORGE,Automobile and Auto Components,10.0,Estimated (sector avg),Tier 3,40,Tier 3
Raymond Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Indegene Limited,INDGN,Healthcare,1.0,Estimated (sector avg),Tier 3,40,Tier 3
G R Infraprojects Limited,GRINFRA,Construction,1.0,Estimated (sector avg),Tier 3,40,Tier 3
Tanla Platforms Limited,TANLA,Information Technology,0.5,Estimated (sector avg),Tier 3,40,Tier 3
Engineers India Limited,ENGINERSIN,Construction,1.0,Estimated (sector avg),Tier 3,40,Tier 3
Amber Enterprises India Limited,AMBER,Consumer Durables,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Happiest Minds Technologies Limited,HAPPSTMNDS,Information Technology,0.5,Estimated (sector avg),Tier 3,40,Tier 3
Railtel Corporation of India Limited,RAILTEL,Telecommunication,0.2,Estimated (sector avg),Tier 3,40,Tier 3
Westlife Foodworld Limited,WESTLIFE,Consumer Services,5.0,Estimated (sector avg),Tier 3,40,Tier 3
JAIPRAKASH POWER VENTURES LIMITED,JPPOWER,Power,100.0,Estimated (sector avg),Tier 3,40,Tier 3
SUPREME PETROCHEM LIMITED,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
IFCI Limited,IFCI,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
Eris Lifesciences Limited,ERIS,Healthcare,1.0,Estimated (sector avg),Tier 3,40,Tier 3
Aavas Financiers Limited,AAVAS,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
eClerx Services Limited,ECLERX,Services,0.2,Estimated (sector avg),Tier 3,40,Tier 3
Nuvoco Vistas Corporation Limited,NUVOCO,Construction Materials,50.0,Estimated (sector avg),Tier 3,40,Tier 3
Anant Raj Limited,ANANTRAJ,Realty,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Newgen Software Technologies Limited,NEWGEN,Information Technology,0.5,Estimated (sector avg),Tier 3,40,Tier 3
PTC Industries Limited,PTCIL,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Akzo Nobel India Limited,AKZOINDIA,Consumer Durables,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Garden Reach Shipbuilders & Engineers Limited,GRSE,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Birla Corporation Limited,BIRLACORPN,Construction Materials,50.0,Estimated (sector avg),Tier 3,40,Tier 3
Maharashtra Seamless Limited,MAHSEAMLES,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
GRAPHITE INDIA LIMITED,GRAPHITE,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
UTI Asset Management Company Limited,UTIAMC,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
JK Tyre & Industries Limited,JKTYRE,Automobile and Auto Components,10.0,Estimated (sector avg),Tier 3,40,Tier 3
Equitas Small Finance Bank Limited,EQUITASBNK,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
BAJAJ ELECTRICALS LIMITED,BAJAJELEC,Consumer Durables,5.0,Estimated (sector avg),Tier 3,40,Tier 3
GODAWARI POWER AND ISPAT LIMITED,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
PNC Infratech Limited,PNCINFRA,Construction,1.0,Estimated (sector avg),Tier 3,40,Tier 3
Aether Industries Limited,AETHER,Chemicals,1.05,Website: /about-us/,Tier 1,90,Success
MMTC LIMITED,MMTC,Services,0.2,Estimated (sector avg),Tier 3,40,Tier 3
KFin Technologies Limited,KFINTECH,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
Lemon Tree Hotels Limited,LEMONTREE,Consumer Services,5.0,Estimated (sector avg),Tier 3,40,Tier 3
VALOR ESTATE LIMITED,DBREALTY,Consumer Services,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Sheela Foam Limited,SFL,Consumer Durables,5.0,Estimated (sector avg),Tier 3,40,Tier 3
ALKYL AMINES CHEMICALS LIMITED,ALKYLAMINE,Chemicals,20.0,Estimated (sector avg),Tier 3,40,Tier 3
CITY UNION BANK LIMITED,CUB,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
RATTANINDIA ENTERPRISES LIMITED,RTNINDIA,Consumer Services,5.0,Estimated (sector avg),Tier 3,40,Tier 3
INOX India Limited,INOXINDIA,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
RELIANCE POWER LIMITED,RPOWER,Power,100.0,Estimated (sector avg),Tier 3,40,Tier 3
Zydus Wellness Limited,ZYDUSWELL,Fast Moving Consumer Goods,3.0,Estimated (sector avg),Tier 3,40,Tier 3
GRANULES INDIA LIMITED,GRANULES,Healthcare,1.0,Estimated (sector avg),Tier 3,40,Tier 3
Caplin Point Laboratories Limited,CAPLIPOINT,Healthcare,1.0,Estimated (sector avg),Tier 3,40,Tier 3
GODREJ AGROVET LIMITED,GODREJAGRO,Fast Moving Consumer Goods,3.0,Estimated (sector avg),Tier 3,40,Tier 3
C.E. INFO SYSTEMS LIMITED,MAPMYINDIA,Information Technology,0.5,Estimated (sector avg),Tier 3,40,Tier 3
CEAT Limited,CEATLTD,Automobile and Auto Components,10.0,Estimated (sector avg),Tier 3,40,Tier 3
Techno Electric & Engineering Company Limited,TECHNOE,Construction,1.0,Estimated (sector avg),Tier 3,40,Tier 3
SHIPPING CORPORATION OF INDIA LIMITED,SCI,Services,0.2,Estimated (sector avg),Tier 3,40,Tier 3
Can Fin Homes Limited,CANFINHOME,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
Usha Martin Limited,USHAMART,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Sun Pharma Advanced Research Company Limited,SPARC,Healthcare,1.0,Estimated (sector avg),Tier 3,40,Tier 3
Ujjivan Small Finance Bank Limited,UJJIVANSFB,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
Juniper Hotels Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
TTK PRESTIGE LIMITED,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Latent View Analytics Limited,LATENTVIEW,Information Technology,0.5,Estimated (sector avg),Tier 3,40,Tier 3
Jubilant Pharmova Limited,JUBLPHARMA,Healthcare,1.0,Estimated (sector avg),Tier 3,40,Tier 3
Kirloskar Brothers Limited,KIRLOSBROS,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
JK LAKSHMI CEMENT LIMITED,JKLAKSHMI,Construction Materials,50.0,Estimated (sector avg),Tier 3,40,Tier 3
DOMS Industries Limited,DOMS,Fast Moving Consumer Goods,3.0,Estimated (sector avg),Tier 3,40,Tier 3
NETWEB TECHNOLOGIES INDIA LIMITED,NETWEB,Information Technology,0.5,Estimated (sector avg),Tier 3,40,Tier 3
Minda Corporation Limited,MINDACORP,Automobile and Auto Components,10.0,Estimated (sector avg),Tier 3,40,Tier 3
Electrosteel Castings Limited,ELECTCAST,Capital Goods,97.9374,Website: /facilities/,Tier 1,90,Success
Route Mobile Limited,ROUTE,Telecommunication,0.2,Estimated (sector avg),Tier 3,40,Tier 3
Praj Industries Limited,PRAJIND,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
CERA Sanitaryware Limited,CERA,Consumer Durables,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Shree Renuka Sugars Limited,RENUKA,Fast Moving Consumer Goods,3.0,Estimated (sector avg),Tier 3,40,Tier 3
Anupam Rasayan India Limited,ANURAS,Chemicals,20.0,Estimated (sector avg),Tier 3,40,Tier 3
KPI GREEN ENERGY LIMITED,KPIGREEN,Power,100.0,Estimated (sector avg),Tier 3,40,Tier 3
Safari Industries (India) Limited,SAFARI,Consumer Durables,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Craftsman Automation Limited,CRAFTSMAN,Automobile and Auto Components,10.0,Estimated (sector avg),Tier 3,40,Tier 3
Gujarat Pipavav Port Limited,GPPL,Services,0.2,Estimated (sector avg),Tier 3,40,Tier 3
Happy Forgings Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
RAJESH EXPORTS LIMITED,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Voltamp Transformers Limited,VOLTAMP,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
SAPPHIRE FOODS INDIA LIMITED,SAPPHIRE,Consumer Services,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Mahindra Lifespace Developers Limited,MAHLIFE,Realty,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Redtape Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
SBFC Finance Limited,SBFC,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
GALAXY SURFACTANTS LIMITED,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Infibeam Avenues Limited,INFIBEAM,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
Syrma SGS Technology Limited,SYRMA,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Force Motors Ltd,FORCEMOT,Automobile and Auto Components,10.0,Estimated (sector avg),Tier 3,40,Tier 3
Metropolis Healthcare Limited,METROPOLIS,Healthcare,1.0,Estimated (sector avg),Tier 3,40,Tier 3
Eureka Forbes Limited,EUREKAFORB,Consumer Durables,5.0,Estimated (sector avg),Tier 3,40,Tier 3
TEGA INDUSTRIES LIMITED,TEGA,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
RateGain Travel Technologies Limited,RATEGAIN,Information Technology,0.5,Estimated (sector avg),Tier 3,40,Tier 3
MAHARASHTRA SCOOTERS LIMITED,MAHSCOOTER,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
Thomas Cook  (India)  Limited,THOMASCOOK,Consumer Services,5.0,Estimated (sector avg),Tier 3,40,Tier 3
JM Financial Limited,JMFINANCIL,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
Prism Johnson Limited,PRSMJOHNSN,Construction Materials,50.0,Estimated (sector avg),Tier 3,40,Tier 3
Star Cement Limited,STARCEMENT,Construction Materials,50.0,Estimated (sector avg),Tier 3,40,Tier 3
Reliance Infrastructure Limited,RELINFRA,Power,100.0,Estimated (sector avg),Tier 3,40,Tier 3
ESAB India Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Varroc Engineering Limited,VARROC,Automobile and Auto Components,10.0,Estimated (sector avg),Tier 3,40,Tier 3
Mastek Limited,MASTEK,Information Technology,0.5,Estimated (sector avg),Tier 3,40,Tier 3
MedPlus Health Services Limited,MEDPLUS,Consumer Services,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Neuland Laboratories Limited,NEULANDLAB,Healthcare,1.0,Estimated (sector avg),Tier 3,40,Tier 3
Mahindra Holidays & Resorts India Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Procter & Gamble Health Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Quess Corp Limited,QUESS,Services,0.2,Estimated (sector avg),Tier 3,40,Tier 3
Vesuvius India Limited,VESUVIUS,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
ARVIND LIMITED,ARVIND,Textiles,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Electronics Mart India Limited,EMIL,Consumer Services,5.0,Estimated (sector avg),Tier 3,40,Tier 3
SARDA ENERGY & MINERALS LIMITED,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
NAVA LIMITED,NAVA,Power,100.0,Estimated (sector avg),Tier 3,40,Tier 3
Home First Finance Company India Limited,HOMEFIRST,Financial Services,0.1,Estimated (sector avg),Tier 3,40,Tier 3
CCL Products (India) Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Shoppers Stop Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Mishra Dhatu Nigam Limited,MIDHANI,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
SAREGAMA India Limited,SAREGAMA,Media Entertainment & Publication,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Archean Chemical Industries Limited,ACI,Chemicals,20.0,Estimated (sector avg),Tier 3,40,Tier 3
Easy Trip Planners Limited,EASEMYTRIP,Consumer Services,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Wockhardt Limited,WOCKPHARMA,Healthcare,1.0,Estimated (sector avg),Tier 3,40,Tier 3
Responsive Industries Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Jupiter Life Line Hospitals Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Balrampur Chini Mills Limited,BALRAMCHIN,Fast Moving Consumer Goods,3.0,Estimated (sector avg),Tier 3,40,Tier 3
Campus Activewear Limited,CAMPUS,Consumer Durables,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Power Mech Projects Limited,POWERMECH,Construction,1.0,Estimated (sector avg),Tier 3,40,Tier 3
TVS Supply Chain Solutions Limited,TVSSCS,Services,97.0,NSE Profile,Tier 2,70,Success
HEG Limited,HEG,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
JUBILANT INGREVIA LIMITED,JUBLINGREA,Chemicals,20.0,Estimated (sector avg),Tier 3,40,Tier 3
Keystone Realtors Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
KNR Constructions Limited,KNRCON,Construction,1.0,Estimated (sector avg),Tier 3,40,Tier 3
Just Dial Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Man Infraconstruction Limited,MANINFRA,Construction,1.0,Estimated (sector avg),Tier 3,40,Tier 3
Gujarat Ambuja Exports Limited,GAEL,Fast Moving Consumer Goods,3.0,Estimated (sector avg),Tier 3,40,Tier 3
Genus Power Infrastructures Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Sandur Manganese & Iron Ores Limited,SANDUMA,Oil Gas & Consumable Fuels,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Zen Technologies Limited,ZENTEC,Capital Goods,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Tamilnad Mercantile Bank Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Ion Exchange (India) Limited,IONEXCHANG,Utilities,5.0,Estimated (sector avg),Tier 3,40,Tier 3
Chemplast Sanmar Limited,,,5.0,Estimated (sector avg),Tier 3,40,Tier 3
MOIL Limited,MOIL,Metals & Mining,500.0,Estimated (sector avg),Tier 3,40,Tier 3
Triveni Engineering & Industries Limited,TRIVENI,Fast Moving Consumer Goods,3.0,Estimated (sector avg),Tier 3,40,Tier 3
VIP INDUSTRIES LIMITED,VIPIND,Consumer Durables,5.0,Estimated (sector avg),Tier 3,40,Tier 3
ISGEC Heavy Engineering Limited,ISGEC,Construction,1.0,Estimated (sector avg),Tier 3,40,Tier 3
