Company_Name,NSE_Symbol,Sector,Market_Cap_Cr,XBRL_URL,Submission_Date,Download_Success,Filepath,File_Size_KB
Power Grid Corporation of India Ltd.,POWERGRID,Power Generation,265104.404097148,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1501353_03082025081853_WEB.xml,03-Aug-2025,True,data\brsr_xbrl\POWERGRID_Power Grid Corporation of Indi_BRSR.xml,944.7685546875
Adani Power Ltd.,ADANIPOWER,Power Generation,233359.540641503,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1467091_16062025045831_WEB.xml,16-Jun-2025,True,data\brsr_xbrl\ADANIPOWER_Adani Power Ltd_BRSR.xml,866.2333984375
Adani Energy Solutions Ltd.,ADANIENSOL,Power Generation,118282.837548594,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478968_08072025072115_WEB.xml,08-Jul-2025,True,data\brsr_xbrl\ADANIENSOL_Adani Energy Solutions Ltd_BRSR.xml,1174.712890625
JSW Energy Ltd.,JSWENERGY,Power Generation,93268.410586064,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468340_19062025113100_WEB.xml,19-Jun-2025,True,data\brsr_xbrl\JSWENERGY_JSW Energy Ltd_BRSR.xml,1074.751953125
NHPC Ltd.,NHPC,Power Generation,91551.29527503248,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1507555_08082025082208_WEB.xml,08-Aug-2025,True,data\brsr_xbrl\NHPC_NHPC Ltd_BRSR.xml,1118.484375
Torrent Power Ltd.,TORNTPOWER,Power Generation,62106.4560709805,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1480458_10072025072849_WEB.xml,10-Jul-2025,True,data\brsr_xbrl\TORNTPOWER_Torrent Power Ltd_BRSR.xml,856.6513671875
SJVN Ltd.,SJVN,Power Generation,49000.413431018,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520838_01092025060307_WEB.xml,01-Sep-2025,True,data\brsr_xbrl\SJVN_SJVN Ltd_BRSR.xml,861.5576171875
NLC India Ltd.,NLCINDIA,Power Generation,32265.7278029295,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523314_05092025120504_WEB.xml,05-Sep-2025,True,data\brsr_xbrl\NLCINDIA_NLC India Ltd_BRSR.xml,890.2705078125
CESC Ltd.,CESC,Power Generation,18258.303672297,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514108_18082025104410_WEB.xml,18-Aug-2025,True,data\brsr_xbrl\CESC_CESC Ltd_BRSR.xml,780.015625
Jaiprakash Power Ventures Ltd.,JPPOWER,Power Generation,12493.599296134,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1466516_13062025061506_WEB.xml,13-Jun-2025,True,data\brsr_xbrl\JPPOWER_Jaiprakash Power Ventures Ltd_BRSR.xml,687.271484375
Reliance Power Ltd.,RPOWER,Power Generation,10537.018571491,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484896_17072025023511_WEB.xml,17-Jul-2025,True,data\brsr_xbrl\RPOWER_Reliance Power Ltd_BRSR.xml,678.4755859375
KPI Green Energy Ltd.,KPIGREEN,Power Generation,9548.0767050515,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523228_04092025092651_WEB.xml,04-Sep-2025,True,data\brsr_xbrl\KPIGREEN_KPI Green Energy Ltd_BRSR.xml,619.701171875
Reliance Infrastructure Ltd.,RELINFRA,Power Generation,8396.0816531695,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484894_17072025015219_WEB.xml,17-Jul-2025,True,data\brsr_xbrl\RELINFRA_Reliance Infrastructure Ltd_BRSR.xml,762.609375
Nava Ltd.,NAVA,Power Generation,7806.6043980225,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1489613_21072025073102_WEB.xml,21-Jul-2025,True,data\brsr_xbrl\NAVA_Nava Ltd_BRSR.xml,741.86328125
RattanIndia Power Ltd.,RTNPOWER,Power Generation,6272.259303006,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523242_04092025100306_WEB.xml,04-Sep-2025,True,data\brsr_xbrl\RTNPOWER_RattanIndia Power Ltd_BRSR.xml,638.1484375
PTC India Ltd.,PTC,Power Generation,6141.641114607501,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482393_14072025060729_WEB.xml,14-Jul-2025,True,data\brsr_xbrl\PTC_PTC India Ltd_BRSR.xml,654.0185546875
Inox Green Energy Services Ltd.,INOXGREEN,Power Generation,3948.1768209755,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523219_04092025090139_WEB.xml,04-Sep-2025,True,data\brsr_xbrl\INOXGREEN_Inox Green Energy Services Ltd_BRSR.xml,620.2197265625
GMR Power and Urban Infra Ltd.,GMRP&UI,Power Generation,3565.4986066215,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523914_05092025074450_WEB.xml,05-Sep-2025,True,data\brsr_xbrl\GMRP&UI_GMR Power and Urban Infra Ltd_BRSR.xml,857.0048828125
NTPC Green Energy Ltd.,NTPCGREEN,Power Generation,0.0,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503186_05082025064831_WEB.xml,05-Aug-2025,True,data\brsr_xbrl\NTPCGREEN_NTPC Green Energy Ltd_BRSR.xml,711.4560546875
Reliance Industries Ltd.,RELIANCE,Oil & Gas,1947848.37102945,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1504867_07082025013302_WEB.xml,07-Aug-2025,True,data\brsr_xbrl\RELIANCE_Reliance Industries Ltd_BRSR.xml,1457.75
Oil & Natural Gas Corporation Ltd.,ONGC,Oil & Gas,331117.6047195915,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1506200_07082025091615_WEB.xml,07-Aug-2025,True,data\brsr_xbrl\ONGC_Oil  Natural Gas Corporation L_BRSR.xml,1015.9873046875
Coal India Ltd.,COALINDIA,Oil & Gas,273683.4922373909,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1501398_04082025110417_WEB.xml,04-Aug-2025,True,data\brsr_xbrl\COALINDIA_Coal India Ltd_BRSR.xml,967.3017578125
Indian Oil Corporation Ltd.,IOC,Oil & Gas,231478.4176392645,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1505202_07082025043616_WEB.xml,07-Aug-2025,True,data\brsr_xbrl\IOC_Indian Oil Corporation Ltd_BRSR.xml,976.7822265625
Bharat Petroleum Corporation Ltd.,BPCL,Oil & Gas,127082.6755689765,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1499668_31072025084837_WEB.xml,31-Jul-2025,True,data\brsr_xbrl\BPCL_Bharat Petroleum Corporation L_BRSR.xml,988.2724609375
GAIL (India) Ltd.,GAIL,Oil & Gas,124430.80664644449,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1505319_07082025051651_WEB.xml,07-Aug-2025,True,data\brsr_xbrl\GAIL_GAIL India Ltd_BRSR.xml,957.73828125
Adani Total Gas Ltd.,ATGL,Oil & Gas,107112.8660521495,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1469453_22062025052307_WEB.xml,22-Jun-2025,True,data\brsr_xbrl\ATGL_Adani Total Gas Ltd_BRSR.xml,724.34375
Hindustan Petroleum Corporation Ltd.,HINDPETRO,Oil & Gas,70340.0768072085,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1495835_28072025091204_WEB.xml,28-Jul-2025,True,data\brsr_xbrl\HINDPETRO_Hindustan Petroleum Corporatio_BRSR.xml,990.583984375
Oil India Ltd.,OIL,Oil & Gas,61802.0006958815,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517800_26082025053527_WEB.xml,26-Aug-2025,True,data\brsr_xbrl\OIL_Oil India Ltd_BRSR.xml,803.8486328125
Petronet LNG Ltd.,PETRONET,Oil & Gas,42441.4341716735,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519852_30082025110902_WEB.xml,30-Aug-2025,True,data\brsr_xbrl\PETRONET_Petronet LNG Ltd_BRSR.xml,800.7958984375
Gujarat Gas Ltd.,GUJGASLTD,Oil & Gas,38506.4351874925,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520412_31082025112849_WEB.xml,31-Aug-2025,True,data\brsr_xbrl\GUJGASLTD_Gujarat Gas Ltd_BRSR.xml,923.015625
Indraprastha Gas Ltd.,IGL,Oil & Gas,31072.180356097502,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1556193_24102025025946_WEB.xml,24-Oct-2025,True,data\brsr_xbrl\IGL_Indraprastha Gas Ltd_BRSR.xml,814.025390625
Castrol India Ltd.,CASTROLIND,Oil & Gas,19543.4234276775,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1389867_25022025075940_WEB.xml,25-Feb-2025,True,data\brsr_xbrl\CASTROLIND_Castrol India Ltd_BRSR.xml,761.5693359375
Gujarat State Petronet Ltd.,GSPL,Oil & Gas,18754.410955627,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520219_30082025073936_WEB.xml,30-Aug-2025,True,data\brsr_xbrl\GSPL_Gujarat State Petronet Ltd_BRSR.xml,740.8740234375
Aegis Logistics Ltd.,AEGISLOG,Oil & Gas,18251.5071341465,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1489718_21072025080650_WEB.xml,21-Jul-2025,True,data\brsr_xbrl\AEGISLOG_Aegis Logistics Ltd_BRSR.xml,675.6083984375
Mahanagar Gas Ltd.,MGL,Oil & Gas,13688.1416730295,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1499779_31072025104219_WEB.xml,31-Jul-2025,True,data\brsr_xbrl\MGL_Mahanagar Gas Ltd_BRSR.xml,797.306640625
Chennai Petroleum Corporation Ltd.,CHENNPETRO,Oil & Gas,13449.967147512,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500820_01082025112507_WEB.xml,01-Aug-2025,True,data\brsr_xbrl\CHENNPETRO_Chennai Petroleum Corporation _BRSR.xml,874.1474609375
Sandur Manganese & Iron Ores Ltd.,SANDUMA,Oil & Gas,7760.89320127,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517745_26082025050701_WEB.xml,26-Aug-2025,True,data\brsr_xbrl\SANDUMA_Sandur Manganese  Iron Ores Lt_BRSR.xml,701.912109375
Gulf Oil Lubricants India Ltd.,GULFOILLUB,Oil & Gas,4594.38820297,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523852_05092025070210_WEB.xml,05-Sep-2025,True,data\brsr_xbrl\GULFOILLUB_Gulf Oil Lubricants India Ltd_BRSR.xml,731.7138671875
Varun Beverages Ltd.,VBL,Agriculture & Food Processing,185148.43125901947,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1394994_11032025054427_WEB.xml,11-Mar-2025,True,data\brsr_xbrl\VBL_Varun Beverages Ltd_BRSR.xml,742.3291015625
Patanjali Foods Ltd.,PATANJALI,Agriculture & Food Processing,53991.7891896005,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523075_04092025070357_WEB.xml,04-Sep-2025,True,data\brsr_xbrl\PATANJALI_Patanjali Foods Ltd_BRSR.xml,712.751953125
AWL Agri Business Ltd.,AWL,Agriculture & Food Processing,45448.9879817565,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1473522_27062025062129_WEB.xml,27-Jun-2025,True,data\brsr_xbrl\AWL_AWL Agri Business Ltd_BRSR.xml,717.796875
Bikaji Foods International Ltd.,BIKAJI,Agriculture & Food Processing,14056.738657262,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516072_22082025011018_WEB.xml,22-Aug-2025,True,data\brsr_xbrl\BIKAJI_Bikaji Foods International Ltd_BRSR.xml,707.9013671875
Shree Renuka Sugars Ltd.,RENUKA,Agriculture & Food Processing,9590.9806452235,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521056_01092025093438_WEB.xml,01-Sep-2025,True,data\brsr_xbrl\RENUKA_Shree Renuka Sugars Ltd_BRSR.xml,730.505859375
LT Foods Ltd.,LTFOODS,Agriculture & Food Processing,7152.3089588935,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1525072_08092025104938_WEB.xml,08-Sep-2025,True,data\brsr_xbrl\LTFOODS_LT Foods Ltd_BRSR.xml,732.376953125
Mrs. Bectors Food Specialities Ltd.,BECTORFOOD,Agriculture & Food Processing,6989.289038005,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523471_05092025024735_WEB.xml,05-Sep-2025,True,data\brsr_xbrl\BECTORFOOD_Mrs Bectors Food Specialities _BRSR.xml,693.8251953125
Dodla Dairy Ltd.,DODLA,Agriculture & Food Processing,5546.687335918999,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468913_20062025035232_WEB.xml,20-Jun-2025,True,data\brsr_xbrl\DODLA_Dodla Dairy Ltd_BRSR.xml,647.0048828125
Heritage Foods Ltd.,HERITGFOOD,Agriculture & Food Processing,3415.695364878,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477180_04072025121656_WEB.xml,04-Jul-2025,True,data\brsr_xbrl\HERITGFOOD_Heritage Foods Ltd_BRSR.xml,662.2412109375
Maruti Suzuki India Ltd.,MARUTI,Automobiles & Auto Components,369377.1371020235,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503469_05082025092147_WEB.xml,05-Aug-2025,True,data\brsr_xbrl\MARUTI_Maruti Suzuki India Ltd_BRSR.xml,855.29296875
Mahindra & Mahindra Ltd.,M&M,Automobiles & Auto Components,259332.67760608895,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1474151_28062025114611_WEB.xml,28-Jun-2025,True,data\brsr_xbrl\M&M_Mahindra  Mahindra Ltd_BRSR.xml,888.66015625
Bajaj Auto Ltd.,BAJAJ-AUTO,Automobiles & Auto Components,240622.20553986297,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481704_12072025083759_WEB.xml,12-Jul-2025,True,data\brsr_xbrl\BAJAJ-AUTO_Bajaj Auto Ltd_BRSR.xml,752.4228515625
Eicher Motors Ltd.,EICHERMOT,Automobiles & Auto Components,115281.099219479,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1495655_28072025070458_WEB.xml,28-Jul-2025,True,data\brsr_xbrl\EICHERMOT_Eicher Motors Ltd_BRSR.xml,794.064453125
TVS Motor Company Ltd.,TVSMOTOR,Automobiles & Auto Components,101275.5698570445,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1494393_26072025025925_WEB.xml,26-Jul-2025,True,data\brsr_xbrl\TVSMOTOR_TVS Motor Company Ltd_BRSR.xml,874.1201171875
Hero MotoCorp Ltd.,HEROMOTOCO,Automobiles & Auto Components,94909.8344495865,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481517_12072025022949_WEB.xml,12-Jul-2025,True,data\brsr_xbrl\HEROMOTOCO_Hero MotoCorp Ltd_BRSR.xml,759.7705078125
Samvardhana Motherson International Ltd.,MOTHERSON,Automobiles & Auto Components,86734.436512444,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503581_06082025120641_WEB.xml,06-Aug-2025,True,data\brsr_xbrl\MOTHERSON_Samvardhana Motherson Internat_BRSR.xml,1277.0390625
Bosch Ltd.,BOSCHLTD,Automobiles & Auto Components,84325.0981525725,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478652_08072025034730_WEB.xml,08-Jul-2025,True,data\brsr_xbrl\BOSCHLTD_Bosch Ltd_BRSR.xml,839.3662109375
Tube Investments of India Ltd.,TIINDIA,Automobiles & Auto Components,72746.3071165865,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477627_04072025113120_WEB.xml,04-Jul-2025,True,data\brsr_xbrl\TIINDIA_Tube Investments of India Ltd_BRSR.xml,809.7060546875
Bharat Forge Ltd.,BHARATFORG,Automobiles & Auto Components,60884.525940669,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482972_15072025024419_WEB.xml,15-Jul-2025,True,data\brsr_xbrl\BHARATFORG_Bharat Forge Ltd_BRSR.xml,813.4150390625
MRF Ltd.,MRF,Automobiles & Auto Components,57066.67723903,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482303_14072025052856_WEB.xml,14-Jul-2025,True,data\brsr_xbrl\MRF_MRF Ltd_BRSR.xml,675.9345703125
Schaeffler India Ltd.,SCHAEFFLER,Automobiles & Auto Components,54732.2262442345,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1444134_20052025034939_WEB.xml,20-May-2025,True,data\brsr_xbrl\SCHAEFFLER_Schaeffler India Ltd_BRSR.xml,884.1982421875
Balkrishna Industries Ltd.,BALKRISIND,Automobiles & Auto Components,49904.936966996,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477538_04072025072416_WEB.xml,04-Jul-2025,True,data\brsr_xbrl\BALKRISIND_Balkrishna Industries Ltd_BRSR.xml,846.1826171875
UNO Minda Ltd.,UNOMINDA,Automobiles & Auto Components,42818.118607665005,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482036_14072025031956_WEB.xml,14-Jul-2025,True,data\brsr_xbrl\UNOMINDA_UNO Minda Ltd_BRSR.xml,850.62109375
Sona BLW Precision Forgings Ltd.,SONACOMS,Automobiles & Auto Components,37438.339359489,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1475602_01072025023205_WEB.xml,01-Jul-2025,True,data\brsr_xbrl\SONACOMS_Sona BLW Precision Forgings Lt_BRSR.xml,758.59375
Exide Industries Ltd.,EXIDEIND,Automobiles & Auto Components,33779.3770325205,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476363_02072025034714_WEB.xml,02-Jul-2025,True,data\brsr_xbrl\EXIDEIND_Exide Industries Ltd_BRSR.xml,804.0517578125
Apollo Tyres Ltd.,APOLLOTYRE,Automobiles & Auto Components,31306.685858525503,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478739_08072025043023_WEB.xml,08-Jul-2025,True,data\brsr_xbrl\APOLLOTYRE_Apollo Tyres Ltd_BRSR.xml,848.46875
Motherson Sumi Wiring India Ltd.,MSUMI,Automobiles & Auto Components,30099.8108401975,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503539_05082025104538_WEB.xml,05-Aug-2025,True,data\brsr_xbrl\MSUMI_Motherson Sumi Wiring India Lt_BRSR.xml,792.78125
ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,Automobiles & Auto Components,28768.7841992,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1497938_30072025045920_WEB.xml,30-Jul-2025,True,data\brsr_xbrl\ZFCVINDIA_ZF Commercial Vehicle Control _BRSR.xml,736.232421875
Endurance Technologies Ltd.,ENDURANCE,Automobiles & Auto Components,28618.87798393,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1486859_18072025054104_WEB.xml,18-Jul-2025,True,data\brsr_xbrl\ENDURANCE_Endurance Technologies Ltd_BRSR.xml,933.552734375
Sundram Fasteners Ltd.,SUNDRMFAST,Automobiles & Auto Components,24435.8435997205,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1472046_26062025044335_WEB.xml,26-Jun-2025,True,data\brsr_xbrl\SUNDRMFAST_Sundram Fasteners Ltd_BRSR.xml,698.1435546875
JBM Auto Ltd.,JBMA,Automobiles & Auto Components,22855.2778598365,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1509081_11082025101705_WEB.xml,11-Aug-2025,True,data\brsr_xbrl\JBMA_JBM Auto Ltd_BRSR.xml,715.57421875
CIE Automotive India Ltd.,CIEINDIA,Automobiles & Auto Components,18697.027522367,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1408367_04042025014547_WEB.xml,04-Apr-2025,True,data\brsr_xbrl\CIEINDIA_CIE Automotive India Ltd_BRSR.xml,803.265625
Amara Raja Energy & Mobility Ltd.,ARE&M,Automobiles & Auto Components,17575.8582869085,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1490677_22072025064514_WEB.xml,22-Jul-2025,True,data\brsr_xbrl\ARE&M_Amara Raja Energy  Mobility Lt_BRSR.xml,847.865234375
Olectra Greentech Ltd.,OLECTRA,Automobiles & Auto Components,14578.309484984,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519619_29082025073735_WEB.xml,29-Aug-2025,True,data\brsr_xbrl\OLECTRA_Olectra Greentech Ltd_BRSR.xml,662.8623046875
Asahi India Glass Ltd.,ASAHIINDIA,Automobiles & Auto Components,13966.2691236015,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515002_20082025123139_WEB.xml,20-Aug-2025,True,data\brsr_xbrl\ASAHIINDIA_Asahi India Glass Ltd_BRSR.xml,731.693359375
Ramkrishna Forgings Ltd.,RKFORGE,Automobiles & Auto Components,13297.569996402,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518393_27082025064454_WEB.xml,27-Aug-2025,True,data\brsr_xbrl\RKFORGE_Ramkrishna Forgings Ltd_BRSR.xml,735.78515625
JK Tyre & Industries Ltd.,JKTYRE,Automobiles & Auto Components,11367.7233849135,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482337_14072025054434_WEB.xml,14-Jul-2025,True,data\brsr_xbrl\JKTYRE_JK Tyre  Industries Ltd_BRSR.xml,824.9677734375
Ceat Ltd.,CEATLTD,Automobiles & Auto Components,10430.6203215545,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1497658_30072025030327_WEB.xml,30-Jul-2025,True,data\brsr_xbrl\CEATLTD_Ceat Ltd_BRSR.xml,826.3876953125
Minda Corporation Ltd.,MINDACORP,Automobiles & Auto Components,9970.524232198,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1498775_31072025121135_WEB.xml,31-Jul-2025,True,data\brsr_xbrl\MINDACORP_Minda Corporation Ltd_BRSR.xml,767.783203125
Force Motors Ltd.,FORCEMOT,Automobiles & Auto Components,9739.907028628,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518236_26082025112827_WEB.xml,26-Aug-2025,True,data\brsr_xbrl\FORCEMOT_Force Motors Ltd_BRSR.xml,681.1904296875
Craftsman Automation Ltd.,CRAFTSMAN,Automobiles & Auto Components,9422.107583605,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1472437_26062025070435_WEB.xml,26-Jun-2025,True,data\brsr_xbrl\CRAFTSMAN_Craftsman Automation Ltd_BRSR.xml,688.4150390625
Varroc Engineering Ltd.,VARROC,Automobiles & Auto Components,8339.050172244,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1497338_30072025110900_WEB.xml,30-Jul-2025,True,data\brsr_xbrl\VARROC_Varroc Engineering Ltd_BRSR.xml,750.3349609375
Shriram Pistons & Rings Ltd.,SHRIPISTON,Automobiles & Auto Components,8063.0,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478687_08072025040417_WEB.xml,08-Jul-2025,True,data\brsr_xbrl\SHRIPISTON_Shriram Pistons  Rings Ltd_BRSR.xml,701.40234375
ASK Automotive Ltd.,ASKAUTOLTD,Automobiles & Auto Components,5954.1088352315,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478162_07072025043522_WEB.xml,07-Jul-2025,True,data\brsr_xbrl\ASKAUTOLTD_ASK Automotive Ltd_BRSR.xml,664.142578125
Sansera Engineering Ltd.,SANSERA,Automobiles & Auto Components,5596.7878325705005,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1522725_04092025020112_WEB.xml,04-Sep-2025,True,data\brsr_xbrl\SANSERA_Sansera Engineering Ltd_BRSR.xml,870.6533203125
Gabriel India Ltd.,GABRIEL,Automobiles & Auto Components,5340.6247947715,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514075_16082025072657_WEB.xml,16-Aug-2025,True,data\brsr_xbrl\GABRIEL_Gabriel India Ltd_BRSR.xml,821.0703125
Pricol Ltd.,PRICOLLTD,Automobiles & Auto Components,5023.9851055785,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482103_14072025035814_WEB.xml,14-Jul-2025,True,data\brsr_xbrl\PRICOLLTD_Pricol Ltd_BRSR.xml,664.0693359375
Jamna Auto Industries Ltd.,JAMNAAUTO,Automobiles & Auto Components,4960.0303104915,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521032_01092025084456_WEB.xml,01-Sep-2025,True,data\brsr_xbrl\JAMNAAUTO_Jamna Auto Industries Ltd_BRSR.xml,659.693359375
Sharda Motor Industries Ltd.,SHARDAMOTR,Automobiles & Auto Components,4398.165881805,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517170_25082025061855_WEB.xml,25-Aug-2025,True,data\brsr_xbrl\SHARDAMOTR_Sharda Motor Industries Ltd_BRSR.xml,638.7216796875
Lumax Auto Technologies Ltd.,LUMAXTECH,Automobiles & Auto Components,3117.632337387,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500609_01082025070647_WEB.xml,01-Aug-2025,True,data\brsr_xbrl\LUMAXTECH_Lumax Auto Technologies Ltd_BRSR.xml,812.78125
Fiem Industries Ltd,FIEMIND,Automobiles & Auto Components,3090.7892930830003,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478787_08072025050616_WEB.xml,08-Jul-2025,True,data\brsr_xbrl\FIEMIND_Fiem Industries Ltd_BRSR.xml,631.9404296875
Hyundai Motor India Ltd.,HYUNDAI,Automobiles & Auto Components,0.0,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503883_06082025032031_WEB.xml,06-Aug-2025,True,data\brsr_xbrl\HYUNDAI_Hyundai Motor India Ltd_BRSR.xml,714.525390625
Ola Electric Mobility Ltd.,OLAELEC,Automobiles & Auto Components,0.0,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1499776_31072025103606_WEB.xml,31-Jul-2025,True,data\brsr_xbrl\OLAELEC_Ola Electric Mobility Ltd_BRSR.xml,634.775390625
