Company_Name,NSE_Symbol,Sector,Market_Cap_Cr,XBRL_URL,Submission_Date,Download_Success,Filepath,File_Size_KB
Sun Pharmaceutical Industries Ltd.,SUNPHARMA,Pharmaceuticals,358830.1546076645,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477541_04072025072529_WEB.xml,04-Jul-2025,True,data\brsr_xbrl\SUNPHARMA_Sun Pharmaceutical Industries _BRSR.xml,854.169921875
Cipla Ltd.,CIPLA,Pharmaceuticals,115378.97634712,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468721_19062025092440_WEB.xml,19-Jun-2025,True,data\brsr_xbrl\CIPLA_Cipla Ltd_BRSR.xml,938.9619140625
Divi's Laboratories Ltd.,DIVISLAB,Pharmaceuticals,102932.954746914,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482490_14072025065921_WEB.xml,14-Jul-2025,True,data\brsr_xbrl\DIVISLAB_Divis Laboratories Ltd_BRSR.xml,730.6083984375
Dr. Reddy's Laboratories Ltd.,DRREDDY,Pharmaceuticals,101145.5816865605,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1475030_30062025061833_WEB.xml,30-Jun-2025,True,data\brsr_xbrl\DRREDDY_Dr Reddys Laboratories Ltd_BRSR.xml,981.6962890625
Zydus Lifesciences Ltd.,ZYDUSLIFE,Pharmaceuticals,94276.304963462,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484341_16072025043122_WEB.xml,16-Jul-2025,True,data\brsr_xbrl\ZYDUSLIFE_Zydus Lifesciences Ltd_BRSR.xml,866.205078125
Torrent Pharmaceuticals Ltd.,TORNTPHARM,Pharmaceuticals,88721.070050361,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477480_04072025063440_WEB.xml,04-Jul-2025,True,data\brsr_xbrl\TORNTPHARM_Torrent Pharmaceuticals Ltd_BRSR.xml,875.6904296875
Apollo Hospitals Enterprise Ltd.,APOLLOHOSP,Pharmaceuticals,88420.4581011975,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1505848_07082025070808_WEB.xml,07-Aug-2025,True,data\brsr_xbrl\APOLLOHOSP_Apollo Hospitals Enterprise Lt_BRSR.xml,800.3740234375
Mankind Pharma Ltd.,MANKIND,Pharmaceuticals,87511.44485326699,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483576_15072025070806_WEB.xml,15-Jul-2025,True,data\brsr_xbrl\MANKIND_Mankind Pharma Ltd_BRSR.xml,881.935546875
Max Healthcare Institute Ltd.,MAXHEALTH,Pharmaceuticals,78001.2712960385,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477638_05072025101418_WEB.xml,05-Jul-2025,True,data\brsr_xbrl\MAXHEALTH_Max Healthcare Institute Ltd_BRSR.xml,869.15234375
Lupin Ltd.,LUPIN,Pharmaceuticals,71814.89639876201,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1488232_21072025103722_WEB.xml,21-Jul-2025,True,data\brsr_xbrl\LUPIN_Lupin Ltd_BRSR.xml,908.2421875
Aurobindo Pharma Ltd.,AUROPHARMA,Pharmaceuticals,65653.6028108465,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1512809_14082025034918_WEB.xml,14-Aug-2025,True,data\brsr_xbrl\AUROPHARMA_Aurobindo Pharma Ltd_BRSR.xml,917.4267578125
Alkem Laboratories Ltd.,ALKEM,Pharmaceuticals,60424.7879990855,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1489948_21072025112238_WEB.xml,21-Jul-2025,True,data\brsr_xbrl\ALKEM_Alkem Laboratories Ltd_BRSR.xml,822.0419921875
Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,Pharmaceuticals,37373.793236538506,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1471100_25062025051800_WEB.xml,25-Jun-2025,True,data\brsr_xbrl\GLAXO_Glaxosmithkline Pharmaceutical_BRSR.xml,791.736328125
Biocon Ltd.,BIOCON,Pharmaceuticals,34713.613243902495,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1485318_17072025031916_WEB.xml,17-Jul-2025,True,data\brsr_xbrl\BIOCON_Biocon Ltd_BRSR.xml,830.6513671875
Global Health Ltd.,MEDANTA,Pharmaceuticals,34044.047579379505,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517236_25082025070417_WEB.xml,25-Aug-2025,True,data\brsr_xbrl\MEDANTA_Global Health Ltd_BRSR.xml,740.9853515625
Fortis Healthcare Ltd.,FORTIS,Pharmaceuticals,33052.872856092,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482494_14072025070048_WEB.xml,14-Jul-2025,True,data\brsr_xbrl\FORTIS_Fortis Healthcare Ltd_BRSR.xml,811.33984375
Ipca Laboratories Ltd.,IPCALAB,Pharmaceuticals,30639.616790555,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1480751_11072025022949_WEB.xml,11-Jul-2025,True,data\brsr_xbrl\IPCALAB_Ipca Laboratories Ltd_BRSR.xml,856.3330078125
Gland Pharma Ltd.,GLAND,Pharmaceuticals,30340.1426519445,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1499287_31072025053918_WEB.xml,31-Jul-2025,True,data\brsr_xbrl\GLAND_Gland Pharma Ltd_BRSR.xml,638.248046875
Syngene International Ltd.,SYNGENE,Pharmaceuticals,28408.150323812,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1474145_28062025102607_WEB.xml,28-Jun-2025,True,data\brsr_xbrl\SYNGENE_Syngene International Ltd_BRSR.xml,768.798828125
Glenmark Pharmaceuticals Ltd.,GLENMARK,Pharmaceuticals,28149.4093621355,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519634_29082025074547_WEB.xml,29-Aug-2025,True,data\brsr_xbrl\GLENMARK_Glenmark Pharmaceuticals Ltd_BRSR.xml,862.1240234375
J.B. Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,Pharmaceuticals,26589.183422311,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481311_11072025075129_WEB.xml,11-Jul-2025,True,data\brsr_xbrl\JBCHEPHARM_JB Chemicals  Pharmaceuticals _BRSR.xml,806.373046875
Narayana Hrudayalaya Ltd.,NH,Pharmaceuticals,25914.852958014,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1506433_08082025010835_WEB.xml,08-Aug-2025,True,data\brsr_xbrl\NH_Narayana Hrudayalaya Ltd_BRSR.xml,899.126953125
Laurus Labs Ltd.,LAURUSLABS,Pharmaceuticals,22603.070006724494,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484742_16072025072233_WEB.xml,16-Jul-2025,True,data\brsr_xbrl\LAURUSLABS_Laurus Labs Ltd_BRSR.xml,735.703125
Aster DM Healthcare Ltd.,ASTERDM,Pharmaceuticals,20489.9874374485,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1509178_12082025114518_WEB.xml,12-Aug-2025,True,data\brsr_xbrl\ASTERDM_Aster DM Healthcare Ltd_BRSR.xml,712.5546875
Dr. Lal Path Labs Ltd.,LALPATHLAB,Pharmaceuticals,20353.491501218,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1469108_20062025061128_WEB.xml,20-Jun-2025,True,data\brsr_xbrl\LALPATHLAB_Dr Lal Path Labs Ltd_BRSR.xml,684.7412109375
Pfizer Ltd.,PFIZER,Pharmaceuticals,20283.955542357,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1474188_29062025111334_WEB.xml,29-Jun-2025,True,data\brsr_xbrl\PFIZER_Pfizer Ltd_BRSR.xml,717.5361328125
Alembic Pharmaceuticals Ltd.,APLLTD,Pharmaceuticals,18690.6247059735,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1467340_16062025093416_WEB.xml,16-Jun-2025,True,data\brsr_xbrl\APLLTD_Alembic Pharmaceuticals Ltd_BRSR.xml,762.8837890625
Piramal Pharma Ltd.,PPLPHARMA,Pharmaceuticals,18644.451901357497,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476367_02072025035134_WEB.xml,02-Jul-2025,True,data\brsr_xbrl\PPLPHARMA_Piramal Pharma Ltd_BRSR.xml,842.6259765625
NATCO Pharma Ltd.,NATCOPHARM,Pharmaceuticals,17649.240639931,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519505_29082025063844_WEB.xml,29-Aug-2025,True,data\brsr_xbrl\NATCOPHARM_NATCO Pharma Ltd_BRSR.xml,772.6083984375
Larsen & Toubro Ltd.,LT,Real Estate & Construction,487634.01314880094,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1450809_26052025013610_WEB.xml,26-May-2025,True,data\brsr_xbrl\LT_Larsen  Toubro Ltd_BRSR.xml,1036.2802734375
DLF Ltd.,DLF,Real Estate & Construction,209238.920105397,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481723_13072025094535_WEB.xml,13-Jul-2025,True,data\brsr_xbrl\DLF_DLF Ltd_BRSR.xml,1030.712890625
Godrej Properties Ltd.,GODREJPROP,Real Estate & Construction,70284.1110107815,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477493_04072025064714_WEB.xml,04-Jul-2025,True,data\brsr_xbrl\GODREJPROP_Godrej Properties Ltd_BRSR.xml,932.5166015625
Rail Vikas Nigam Ltd.,RVNL,Real Estate & Construction,59582.411275555,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1504681_07082025124550_WEB.xml,07-Aug-2025,True,data\brsr_xbrl\RVNL_Rail Vikas Nigam Ltd_BRSR.xml,881.158203125
Oberoi Realty Ltd.,OBEROIRLTY,Real Estate & Construction,55556.587582816,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477557_04072025073747_WEB.xml,04-Jul-2025,True,data\brsr_xbrl\OBEROIRLTY_Oberoi Realty Ltd_BRSR.xml,859.6572265625
Prestige Estates Projects Ltd.,PRESTIGE,Real Estate & Construction,55213.5539484395,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514714_19082025042454_WEB.xml,19-Aug-2025,True,data\brsr_xbrl\PRESTIGE_Prestige Estates Projects Ltd_BRSR.xml,868.2646484375
IRB Infrastructure Developers Ltd.,IRB,Real Estate & Construction,37737.5208414635,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516680_23082025044237_WEB.xml,23-Aug-2025,True,data\brsr_xbrl\IRB_IRB Infrastructure Developers _BRSR.xml,887.9169921875
Brigade Enterprises Ltd.,BRIGADE,Real Estate & Construction,24440.74307164,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1495843_28072025092850_WEB.xml,28-Jul-2025,True,data\brsr_xbrl\BRIGADE_Brigade Enterprises Ltd_BRSR.xml,814.5751953125
NBCC (India) Ltd.,NBCC,Real Estate & Construction,23446.8975609755,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521882_02092025103613_WEB.xml,02-Sep-2025,True,data\brsr_xbrl\NBCC_NBCC India Ltd_BRSR.xml,722.431640625
IRCON International Ltd.,IRCON,Real Estate & Construction,22039.3462130355,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516865_25082025125023_WEB.xml,25-Aug-2025,True,data\brsr_xbrl\IRCON_IRCON International Ltd_BRSR.xml,763.8759765625
Kec International Ltd.,KEC,Real Estate & Construction,18428.477615102,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1485777_17072025063908_WEB.xml,17-Jul-2025,True,data\brsr_xbrl\KEC_Kec International Ltd_BRSR.xml,795.712890625
Signatureglobal (India) Ltd.,SIGNATURE,Real Estate & Construction,17774.875891443502,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521063_01092025094748_WEB.xml,01-Sep-2025,True,data\brsr_xbrl\SIGNATURE_Signatureglobal India Ltd_BRSR.xml,780.9248046875
Kalpataru Projects International Ltd.,KPIL,Real Estate & Construction,16851.1617207155,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1467004_16062025034025_WEB.xml,16-Jun-2025,True,data\brsr_xbrl\KPIL_Kalpataru Projects Internation_BRSR.xml,907.4140625
RITES Ltd.,RITES,Real Estate & Construction,16236.894116538,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520014_30082025035804_WEB.xml,30-Aug-2025,True,data\brsr_xbrl\RITES_RITES Ltd_BRSR.xml,786.3291015625
NCC Ltd.,NCC,Real Estate & Construction,15574.943874327,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500331_01082025052522_WEB.xml,01-Aug-2025,True,data\brsr_xbrl\NCC_NCC Ltd_BRSR.xml,742.37109375
Sobha Ltd.,SOBHA,Real Estate & Construction,15344.1702212745,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476751_03072025120342_WEB.xml,03-Jul-2025,True,data\brsr_xbrl\SOBHA_Sobha Ltd_BRSR.xml,696.0771484375
Sterling and Wilson Renewable Energy Ltd.,SWSOLAR,Real Estate & Construction,14178.945950661,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1495879_28072025114038_WEB.xml,28-Jul-2025,True,data\brsr_xbrl\SWSOLAR_Sterling and Wilson Renewable _BRSR.xml,745.775390625
G R Infraprojects Ltd.,GRINFRA,Real Estate & Construction,13085.808275291,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517138_25082025055858_WEB.xml,25-Aug-2025,True,data\brsr_xbrl\GRINFRA_G R Infraprojects Ltd_BRSR.xml,718.328125
Engineers India Ltd.,ENGINERSIN,Real Estate & Construction,12772.7952126955,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519038_29082025124053_WEB.xml,29-Aug-2025,True,data\brsr_xbrl\ENGINERSIN_Engineers India Ltd_BRSR.xml,601.9296875
Anant Raj Ltd.,ANANTRAJ,Real Estate & Construction,11891.5730773395,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1474141_28062025102023_WEB.xml,28-Jun-2025,True,data\brsr_xbrl\ANANTRAJ_Anant Raj Ltd_BRSR.xml,681.6416015625
PNC Infratech Ltd.,PNCINFRA,Real Estate & Construction,11267.9957791865,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1524163_06092025124647_WEB.xml,06-Sep-2025,True,data\brsr_xbrl\PNCINFRA_PNC Infratech Ltd_BRSR.xml,664.5595703125
Techno Electric & Engineering Company Ltd.,TECHNOE,Real Estate & Construction,10257.8351626015,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520922_01092025065428_WEB.xml,01-Sep-2025,True,data\brsr_xbrl\TECHNOE_Techno Electric  Engineering C_BRSR.xml,698.166015625
Mahindra Lifespace Developers Ltd.,MAHLIFE,Real Estate & Construction,9188.120934434,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476905_03072025051612_WEB.xml,03-Jul-2025,True,data\brsr_xbrl\MAHLIFE_Mahindra Lifespace Developers _BRSR.xml,815.693359375
Avenue Supermarts Ltd.,DMART,Hospitality & Tourism,278029.0856907845,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1488227_21072025103435_WEB.xml,21-Jul-2025,True,data\brsr_xbrl\DMART_Avenue Supermarts Ltd_BRSR.xml,725.6533203125
Trent Ltd.,TRENT,Hospitality & Tourism,145215.8384863385,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1465717_11062025095524_WEB.xml,11-Jun-2025,True,data\brsr_xbrl\TRENT_Trent Ltd_BRSR.xml,730.0478515625
Indian Railway Catering And Tourism Corporation Ltd.,IRCTC,Hospitality & Tourism,78372.544715447,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1505897_07082025071733_WEB.xml,07-Aug-2025,True,data\brsr_xbrl\IRCTC_Indian Railway Catering And To_BRSR.xml,746.7578125
Info Edge (India) Ltd.,NAUKRI,Hospitality & Tourism,72880.225285756,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500640_01082025072352_WEB.xml,01-Aug-2025,True,data\brsr_xbrl\NAUKRI_Info Edge India Ltd_BRSR.xml,802.814453125
Jubilant Foodworks Ltd.,JUBLFOOD,Hospitality & Tourism,32255.3044488295,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500652_01082025072850_WEB.xml,01-Aug-2025,True,data\brsr_xbrl\JUBLFOOD_Jubilant Foodworks Ltd_BRSR.xml,791.99609375
EIH Ltd.,EIHOTEL,Hospitality & Tourism,25653.185668163,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481708_12072025090215_WEB.xml,12-Jul-2025,True,data\brsr_xbrl\EIHOTEL_EIH Ltd_BRSR.xml,732.599609375
Vedant Fashions Ltd.,MANYAVAR,Hospitality & Tourism,24850.286204063,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1510648_12082025103505_WEB.xml,12-Aug-2025,True,data\brsr_xbrl\MANYAVAR_Vedant Fashions Ltd_BRSR.xml,697.4287109375
Aditya Birla Fashion and Retail Ltd.,ABFRL,Hospitality & Tourism,24634.322608551,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519635_29082025074649_WEB.xml,29-Aug-2025,True,data\brsr_xbrl\ABFRL_Aditya Birla Fashion and Retai_BRSR.xml,749.7548828125
Devyani International Ltd.,DEVYANI,Hospitality & Tourism,19810.9287462515,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477833_05072025064710_WEB.xml,05-Jul-2025,True,data\brsr_xbrl\DEVYANI_Devyani International Ltd_BRSR.xml,700.966796875
Chalet Hotels Ltd.,CHALET,Hospitality & Tourism,16826.507488069,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483805_16072025111825_WEB.xml,16-Jul-2025,True,data\brsr_xbrl\CHALET_Chalet Hotels Ltd_BRSR.xml,856.75
TBO Tek Ltd.,TBOTEK,Hospitality & Tourism,16652.8259155625,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482454_14072025063355_WEB.xml,14-Jul-2025,True,data\brsr_xbrl\TBOTEK_TBO Tek Ltd_BRSR.xml,676.4609375
Indiamart Intermesh Ltd.,INDIAMART,Hospitality & Tourism,15753.6378429965,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1446728_22052025015818_WEB.xml,22-May-2025,True,data\brsr_xbrl\INDIAMART_Indiamart Intermesh Ltd_BRSR.xml,729.4453125
BLS International Services Ltd.,BLS,Hospitality & Tourism,14363.349948055644,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516564_22082025104517_WEB.xml,22-Aug-2025,True,data\brsr_xbrl\BLS_BLS International Services Ltd_BRSR.xml,744.744140625
Hindustan Unilever Ltd.,HINDUNILVR,Retail & Consumer Goods,562159.9985382624,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1486091_18072025110717_WEB.xml,18-Jul-2025,True,data\brsr_xbrl\HINDUNILVR_Hindustan Unilever Ltd_BRSR.xml,910.568359375
ITC Ltd.,ITC,Retail & Consumer Goods,538703.5697368791,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1473051_27062025034500_WEB.xml,27-Jun-2025,True,data\brsr_xbrl\ITC_ITC Ltd_BRSR.xml,884.3291015625
Titan Company Ltd.,TITAN,Retail & Consumer Goods,317580.07400088303,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1473059_27062025034725_WEB.xml,27-Jun-2025,True,data\brsr_xbrl\TITAN_Titan Company Ltd_BRSR.xml,853.939453125
Asian Paints Ltd.,ASIANPAINT,Retail & Consumer Goods,282148.73631218146,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1470036_24062025101008_WEB.xml,24-Jun-2025,True,data\brsr_xbrl\ASIANPAINT_Asian Paints Ltd_BRSR.xml,916.9814453125
Nestle India Ltd.,NESTLEIND,Retail & Consumer Goods,243573.967446209,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1473035_27062025033841_WEB.xml,27-Jun-2025,True,data\brsr_xbrl\NESTLEIND_Nestle India Ltd_BRSR.xml,901.8564453125
Godrej Consumer Products Ltd.,GODREJCP,Retail & Consumer Goods,127832.320059393,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1492280_24072025040600_WEB.xml,24-Jul-2025,True,data\brsr_xbrl\GODREJCP_Godrej Consumer Products Ltd_BRSR.xml,898.8564453125
Britannia Industries Ltd.,BRITANNIA,Retail & Consumer Goods,121855.6301540955,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1488123_20072025120030_WEB.xml,20-Jul-2025,True,data\brsr_xbrl\BRITANNIA_Britannia Industries Ltd_BRSR.xml,772.50390625
Tata Consumer Products Ltd.,TATACONSUM,Retail & Consumer Goods,107325.2280368435,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1473177_27062025043658_WEB.xml,27-Jun-2025,True,data\brsr_xbrl\TATACONSUM_Tata Consumer Products Ltd_BRSR.xml,756.3154296875
Havells India Ltd.,HAVELLS,Retail & Consumer Goods,98517.872518731,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1441641_16052025080044_WEB.xml,16-May-2025,True,data\brsr_xbrl\HAVELLS_Havells India Ltd_BRSR.xml,782.404296875
Dabur India Ltd.,DABUR,Retail & Consumer Goods,96597.6533945345,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1479590_09072025061811_WEB.xml,09-Jul-2025,True,data\brsr_xbrl\DABUR_Dabur India Ltd_BRSR.xml,1015.78125
United Spirits Ltd.,UNITDSPR,Retail & Consumer Goods,84451.6283153265,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503803_06082025022144_WEB.xml,06-Aug-2025,True,data\brsr_xbrl\UNITDSPR_United Spirits Ltd_BRSR.xml,903.7001953125
Colgate Palmolive (India) Ltd.,COLPAL,Retail & Consumer Goods,72468.339578615,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1472144_26062025052357_WEB.xml,26-Jun-2025,True,data\brsr_xbrl\COLPAL_Colgate Palmolive India Ltd_BRSR.xml,786.021484375
Marico Ltd.,MARICO,Retail & Consumer Goods,70778.2160014685,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481442_12072025111928_WEB.xml,12-Jul-2025,True,data\brsr_xbrl\MARICO_Marico Ltd_BRSR.xml,847.4091796875
United Breweries Ltd.,UBL,Retail & Consumer Goods,49062.226156211,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482607_14072025095828_WEB.xml,14-Jul-2025,True,data\brsr_xbrl\UBL_United Breweries Ltd_BRSR.xml,799.5947265625
Dixon Technologies (India) Ltd.,DIXON,Retail & Consumer Goods,46762.20697673501,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521118_01092025115448_WEB.xml,01-Sep-2025,True,data\brsr_xbrl\DIXON_Dixon Technologies India Ltd_BRSR.xml,754.2890625
Kalyan Jewellers India Ltd.,KALYANKJIL,Retail & Consumer Goods,40613.4508496285,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1512509_14082025120531_WEB.xml,14-Aug-2025,True,data\brsr_xbrl\KALYANKJIL_Kalyan Jewellers India Ltd_BRSR.xml,684.501953125
Voltas Ltd.,VOLTAS,Retail & Consumer Goods,40294.803064807,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468067_18062025050456_WEB.xml,18-Jun-2025,True,data\brsr_xbrl\VOLTAS_Voltas Ltd_BRSR.xml,838.626953125
Blue Star Ltd.,BLUESTARCO,Retail & Consumer Goods,27564.190254376503,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481346_11072025085159_WEB.xml,11-Jul-2025,True,data\brsr_xbrl\BLUESTARCO_Blue Star Ltd_BRSR.xml,749.5927734375
Kansai Nerolac Paints Ltd.,KANSAINER,Retail & Consumer Goods,23735.054440216,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1470402_24062025051516_WEB.xml,24-Jun-2025,True,data\brsr_xbrl\KANSAINER_Kansai Nerolac Paints Ltd_BRSR.xml,856.6767578125
Emami Ltd.,EMAMILTD,Retail & Consumer Goods,22860.269367152498,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1502747_05082025042541_WEB.xml,05-Aug-2025,True,data\brsr_xbrl\EMAMILTD_Emami Ltd_BRSR.xml,768.2236328125
Radico Khaitan Ltd,RADICO,Retail & Consumer Goods,22415.169004347,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483859_16072025115430_WEB.xml,16-Jul-2025,True,data\brsr_xbrl\RADICO_Radico Khaitan Ltd_BRSR.xml,749.759765625
Gillette India Ltd.,GILLETTE,Retail & Consumer Goods,22082.535145361,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1508093_11082025113439_WEB.xml,11-Aug-2025,True,data\brsr_xbrl\GILLETTE_Gillette India Ltd_BRSR.xml,604.4443359375
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,Retail & Consumer Goods,20909.19032276,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468307_18062025105811_WEB.xml,18-Jun-2025,True,data\brsr_xbrl\CROMPTON_Crompton Greaves Consumer Elec_BRSR.xml,745.978515625
Bharti Airtel Ltd.,BHARTIARTL,Telecom Infrastructure,730310.2342570175,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484884_16072025112237_WEB.xml,16-Jul-2025,True,data\brsr_xbrl\BHARTIARTL_Bharti Airtel Ltd_BRSR.xml,1046.060546875
Vodafone Idea Ltd.,IDEA,Telecom Infrastructure,78513.01673621699,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500518_01082025063323_WEB.xml,01-Aug-2025,True,data\brsr_xbrl\IDEA_Vodafone Idea Ltd_BRSR.xml,746.2255859375
Indus Towers Ltd.,INDUSTOWER,Telecom Infrastructure,77059.6363330195,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1506311_08082025030228_WEB.xml,08-Aug-2025,True,data\brsr_xbrl\INDUSTOWER_Indus Towers Ltd_BRSR.xml,920.2373046875
Tata Communications Ltd.,TATACOMM,Telecom Infrastructure,51994.469817073,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1467345_16062025103334_WEB.xml,16-Jun-2025,True,data\brsr_xbrl\TATACOMM_Tata Communications Ltd_BRSR.xml,932.8935546875
Bharti Hexacom Ltd.,BHARTIHEXA,Telecom Infrastructure,49616.25,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1494194_25072025102314_WEB.xml,25-Jul-2025,True,data\brsr_xbrl\BHARTIHEXA_Bharti Hexacom Ltd_BRSR.xml,802.4091796875
